timestamp,nose_x,nose_y,nose_z,nose_confidence,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_confidence,left_eye_x,left_eye_y,left_eye_z,left_eye_confidence,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_confidence,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_confidence,right_eye_x,right_eye_y,right_eye_z,right_eye_confidence,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_confidence,left_ear_x,left_ear_y,left_ear_z,left_ear_confidence,right_ear_x,right_ear_y,right_ear_z,right_ear_confidence,left_mouth_x,left_mouth_y,left_mouth_z,left_mouth_confidence,right_mouth_x,right_mouth_y,right_mouth_z,right_mouth_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_confidence,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_confidence,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_confidence,left_index_x,left_index_y,left_index_z,left_index_confidence,right_index_x,right_index_y,right_index_z,right_index_confidence,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_confidence,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_confidence,left_hip_x,left_hip_y,left_hip_z,left_hip_confidence,right_hip_x,right_hip_y,right_hip_z,right_hip_confidence,left_knee_x,left_knee_y,left_knee_z,left_knee_confidence,right_knee_x,right_knee_y,right_knee_z,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_confidence,left_heel_x,left_heel_y,left_heel_z,left_heel_confidence,right_heel_x,right_heel_y,right_heel_z,right_heel_confidence,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_confidence,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_confidence,ground_truth
0,0.45256,0.2731,-0.40295,0.99996,0.46117,0.25475,-0.38757,0.99995,0.4658,0.25555,-0.38768,0.99995,0.46996,0.2566,-0.38786,0.99995,0.44395,0.25369,-0.38242,0.99991,0.43821,0.25349,-0.38249,0.99989,0.43414,0.25372,-0.38257,0.99989,0.47711,0.2693,-0.26896,0.99998,0.42829,0.26808,-0.2479,0.99983,0.46275,0.29844,-0.35757,0.99999,0.44217,0.29689,-0.35173,0.99998,0.51402,0.41114,-0.20787,0.99985,0.39496,0.41324,-0.10961,0.99883,0.5302,0.60699,-0.15914,0.99706,0.38093,0.59493,-0.12664,0.94172,0.53238,0.78003,-0.23767,0.98726,0.33037,0.57855,-0.37618,0.98009,0.53658,0.82976,-0.26924,0.96457,0.31096,0.57767,-0.41196,0.96975,0.52353,0.82756,-0.30113,0.9674,0.3064,0.55709,-0.44767,0.97364,0.51985,0.81221,-0.24926,0.97319,0.31596,0.55698,-0.39587,0.97107,0.49107,0.72241,-0.02281,0.99917,0.42454,0.72168,0.02288,0.99862,0.49225,0.96971,-0.06,0.88884,0.42763,0.96858,0.02855,0.78889,0.49527,1.13903,0.25036,0.18593,0.42137,1.12802,0.3325,0.18348,0.49472,1.16255,0.27362,0.17308,0.42511,1.15215,0.35812,0.13831,0.49707,1.21989,0.15295,0.11896,0.41441,1.19785,0.22882,0.14084,idle
40,0.4521,0.27303,-0.44772,0.99997,0.46094,0.25453,-0.43042,0.99996,0.46571,0.25523,-0.43053,0.99995,0.46996,0.25613,-0.43056,0.99995,0.44355,0.25363,-0.42695,0.99992,0.43778,0.25349,-0.42707,0.9999,0.43313,0.25375,-0.42717,0.9999,0.47754,0.26852,-0.29177,0.99998,0.42797,0.26805,-0.27809,0.99984,0.46259,0.29856,-0.39449,0.99999,0.44191,0.29783,-0.39083,0.99998,0.51461,0.4104,-0.20497,0.99984,0.39497,0.41288,-0.13593,0.99887,0.53001,0.60746,-0.1339,0.99724,0.38039,0.5966,-0.17775,0.94667,0.53178,0.77995,-0.23572,0.98827,0.33023,0.57856,-0.47982,0.98182,0.53617,0.82981,-0.268,0.96736,0.30852,0.57619,-0.52712,0.9723,0.52357,0.8277,-0.30113,0.96999,0.30546,0.55636,-0.56467,0.97587,0.51989,0.81319,-0.24849,0.97536,0.31531,0.55665,-0.5012,0.97357,0.49272,0.72922,-0.01487,0.99919,0.42403,0.73152,0.01513,0.99864,0.4942,0.97514,-0.03325,0.86831,0.42731,0.98025,0.03941,0.76925,0.5021,1.17637,0.26899,0.16891,0.4214,1.16998,0.35919,0.16622,0.50264,1.2072,0.29098,0.15825,0.42436,1.19749,0.38677,0.12608,0.50211,1.25143,0.15493,0.10793,0.42429,1.24055,0.23945,0.12764,idle
80,0.45187,0.27284,-0.46225,0.99997,0.46075,0.25452,-0.44526,0.99996,0.46559,0.25519,-0.44539,0.99995,0.46996,0.25603,-0.44541,0.99996,0.44338,0.25363,-0.4416,0.99992,0.43759,0.25356,-0.44172,0.99991,0.43271,0.25396,-0.44181,0.9999,0.47761,0.26811,-0.30457,0.99998,0.4277,0.26805,-0.28978,0.99986,0.46253,0.29865,-0.40815,0.99999,0.44166,0.29824,-0.40413,0.99998,0.51533,0.40957,-0.20675,0.99984,0.39498,0.4128,-0.14236,0.9989,0.53009,0.6087,-0.13589,0.99744,0.38029,0.59967,-0.1748,0.95129,0.53171,0.77995,-0.23906,0.98921,0.32543,0.57853,-0.47033,0.9834,0.53604,0.8299,-0.27301,0.97002,0.30174,0.57453,-0.51683,0.97465,0.52366,0.82771,-0.30885,0.97245,0.29935,0.55426,-0.55658,0.97793,0.51999,0.81328,-0.25304,0.97743,0.30874,0.55486,-0.49267,0.97587,0.49336,0.73413,-0.01366,0.99922,0.42335,0.73697,0.01399,0.99866,0.49486,0.97612,-0.02508,0.85082,0.42683,0.98251,0.04789,0.75353,0.50359,1.18767,0.27634,0.15329,0.42206,1.18228,0.37435,0.15044,0.50466,1.21894,0.29813,0.14434,0.42435,1.20995,0.40279,0.11492,0.50254,1.26257,0.15695,0.09771,0.429,1.25288,0.25181,0.1155,idle
120,0.45176,0.27358,-0.46322,0.99997,0.46071,0.25534,-0.44642,0.99996,0.46558,0.25584,-0.44655,0.99996,0.47,0.25651,-0.4466,0.99996,0.44323,0.2543,-0.44234,0.99992,0.43744,0.25429,-0.44244,0.99991,0.4324,0.25467,-0.44253,0.9999,0.47791,0.26842,-0.30748,0.99998,0.42758,0.26854,-0.29122,0.99986,0.46247,0.29995,-0.40987,0.99999,0.4415,0.30025,-0.40536,0.99997,0.51657,0.40976,-0.21172,0.99984,0.39536,0.41255,-0.14175,0.99888,0.53039,0.61119,-0.13997,0.99757,0.37848,0.60041,-0.16552,0.95506,0.53159,0.77997,-0.24807,0.98997,0.31116,0.57429,-0.44779,0.98468,0.53598,0.82991,-0.28227,0.97219,0.2852,0.57214,-0.49104,0.97655,0.52374,0.82773,-0.31961,0.97446,0.28049,0.55248,-0.53315,0.9796,0.52003,0.81346,-0.26284,0.9791,0.29064,0.55197,-0.47107,0.97778,0.49425,0.73658,-0.01423,0.99921,0.42271,0.73973,0.01453,0.99862,0.49567,0.97608,-0.03201,0.83871,0.42671,0.9833,0.05096,0.73724,0.5037,1.19144,0.26949,0.1405,0.42308,1.18667,0.37499,0.13694,0.50475,1.22181,0.2886,0.13359,0.42466,1.21427,0.40308,0.1058,0.5024,1.26755,0.14199,0.08904,0.42965,1.2571,0.25363,0.10495,idle
160,0.45187,0.27349,-0.46407,0.99997,0.46073,0.25533,-0.44677,0.99996,0.46561,0.2558,-0.44691,0.99996,0.47013,0.25644,-0.44698,0.99996,0.44332,0.2543,-0.44437,0.99992,0.43755,0.25432,-0.44446,0.99991,0.43242,0.25472,-0.44456,0.9999,0.478,0.26828,-0.30574,0.99998,0.42757,0.26854,-0.29666,0.99987,0.46252,0.29995,-0.40942,0.99999,0.44158,0.30034,-0.40703,0.99997,0.51695,0.40907,-0.21047,0.99983,0.39549,0.4122,-0.14859,0.99882,0.53081,0.61113,-0.13415,0.99758,0.37667,0.60146,-0.15983,0.95794,0.5316,0.77964,-0.24716,0.99042,0.30317,0.57369,-0.43956,0.98552,0.53598,0.82984,-0.28208,0.97365,0.27696,0.57187,-0.47857,0.97782,0.52396,0.82758,-0.31953,0.97584,0.27124,0.55247,-0.5152,0.98076,0.52023,0.81325,-0.26203,0.98026,0.28197,0.5518,-0.45631,0.97916,0.49504,0.73897,-0.01259,0.99918,0.42246,0.74154,0.01286,0.9985,0.49564,0.9844,-0.03259,0.83363,0.42672,0.99376,0.04464,0.72888,0.50321,1.2059,0.2613,0.13214,0.42403,1.19106,0.36623,0.12573,0.50404,1.2364,0.27927,0.127,0.42538,1.21715,0.39397,0.09852,0.50286,1.28311,0.1351,0.0825,0.42938,1.26201,0.24961,0.09607,idle
200,0.4523,0.27344,-0.46826,0.99997,0.46092,0.25535,-0.45068,0.99996,0.46575,0.25582,-0.45081,0.99996,0.47036,0.25646,-0.45086,0.99996,0.44372,0.25429,-0.44917,0.99992,0.43793,0.25431,-0.44926,0.99991,0.43269,0.25471,-0.44936,0.9999,0.47805,0.26837,-0.30782,0.99998,0.42761,0.26853,-0.30284,0.99987,0.4626,0.29996,-0.41298,0.99999,0.44172,0.30032,-0.41169,0.99997,0.51694,0.40797,-0.21171,0.99983,0.39557,0.41191,-0.15622,0.99883,0.53098,0.61108,-0.13729,0.99768,0.37337,0.60019,-0.15715,0.96127,0.53152,0.77963,-0.25682,0.99101,0.29592,0.57373,-0.40176,0.9865,0.53593,0.82987,-0.29436,0.97539,0.26842,0.57378,-0.44137,0.97924,0.52402,0.82768,-0.33249,0.97746,0.26224,0.55485,-0.49639,0.98205,0.52025,0.81331,-0.27297,0.98162,0.27412,0.55309,-0.42852,0.98067,0.49538,0.73847,-0.0131,0.99916,0.42227,0.74207,0.01338,0.99843,0.49557,0.98361,-0.0338,0.82581,0.42664,0.99472,0.05236,0.70877,0.50307,1.19873,0.26391,0.12172,0.42864,1.19162,0.39051,0.11447,0.5036,1.2282,0.2842,0.11831,0.42909,1.21845,0.42038,0.09104,0.50137,1.27642,0.13773,0.07535,0.43444,1.26128,0.27297,0.08733,idle
240,0.45194,0.2736,-0.4673,0.99997,0.46075,0.25535,-0.44956,0.99995,0.46557,0.25582,-0.44969,0.99996,0.4703,0.25646,-0.44974,0.99995,0.44354,0.2543,-0.44834,0.99992,0.43778,0.25434,-0.44843,0.99991,0.43251,0.25474,-0.44855,0.9999,0.47812,0.26855,-0.30801,0.99998,0.42758,0.26887,-0.30421,0.99987,0.46239,0.30027,-0.41259,0.99999,0.44152,0.30084,-0.41156,0.99996,0.51726,0.40784,-0.21154,0.99982,0.3957,0.4119,-0.16252,0.99881,0.53116,0.61105,-0.13624,0.99767,0.3689,0.60013,-0.15347,0.96406,0.53171,0.77947,-0.25414,0.99131,0.28776,0.5753,-0.36482,0.98709,0.53616,0.82984,-0.29046,0.9764,0.25755,0.57824,-0.4017,0.97996,0.5246,0.82769,-0.32786,0.97844,0.25246,0.55916,-0.45881,0.98275,0.52072,0.81331,-0.26983,0.98244,0.26505,0.55573,-0.39307,0.98162,0.49598,0.73843,-0.01315,0.99906,0.42228,0.74281,0.01343,0.9982,0.49552,0.9829,-0.02949,0.8212,0.42658,0.99301,0.05778,0.69473,0.50239,1.19685,0.26371,0.11481,0.43018,1.19156,0.39737,0.10527,0.50306,1.22589,0.2843,0.11315,0.431,1.21806,0.42744,0.08563,0.50064,1.27461,0.13972,0.06998,0.4347,1.26101,0.28204,0.08012,idle
280,0.4522,0.27384,-0.46644,0.99996,0.46085,0.25539,-0.44862,0.99995,0.46567,0.25584,-0.44874,0.99996,0.47049,0.25646,-0.44877,0.99995,0.44367,0.25445,-0.44833,0.99992,0.43786,0.25457,-0.44841,0.99992,0.43259,0.25502,-0.44853,0.9999,0.47817,0.26858,-0.3063,0.99998,0.4276,0.26967,-0.30566,0.99988,0.46251,0.30057,-0.41131,0.99998,0.44176,0.30152,-0.4112,0.99996,0.51746,0.4076,-0.2084,0.99982,0.39599,0.41185,-0.16982,0.99885,0.53125,0.61089,-0.12978,0.99775,0.36545,0.59926,-0.1527,0.96728,0.5321,0.77932,-0.25256,0.99178,0.28144,0.58015,-0.35323,0.98802,0.53653,0.82984,-0.28826,0.97773,0.24891,0.58511,-0.39001,0.98122,0.52528,0.82774,-0.32561,0.97971,0.24439,0.56538,-0.44618,0.98389,0.52128,0.8133,-0.26811,0.98355,0.25625,0.56138,-0.38106,0.98297,0.49648,0.73886,-0.01022,0.99902,0.42236,0.74359,0.01065,0.99812,0.49564,0.98153,-0.01156,0.80763,0.42659,0.99236,0.06068,0.66979,0.50187,1.1956,0.28669,0.1048,0.43027,1.19486,0.39669,0.09544,0.50271,1.22508,0.309,0.10453,0.43073,1.22357,0.42633,0.0786,0.49868,1.27364,0.16941,0.06363,0.43594,1.26333,0.27754,0.0726,idle
320,0.45289,0.27456,-0.46217,0.99996,0.46111,0.25574,-0.44434,0.99995,0.46593,0.25619,-0.44448,0.99995,0.47083,0.25679,-0.44452,0.99994,0.44411,0.25486,-0.44429,0.99991,0.43818,0.25505,-0.44437,0.99991,0.43289,0.25561,-0.44449,0.99989,0.47837,0.26896,-0.30432,0.99997,0.42765,0.27085,-0.30428,0.99988,0.46294,0.30097,-0.40757,0.99998,0.44236,0.30243,-0.40763,0.99996,0.51745,0.40759,-0.20217,0.99981,0.39625,0.41185,-0.17304,0.99887,0.53135,0.61086,-0.12544,0.99762,0.35863,0.59753,-0.13799,0.97018,0.53254,0.77932,-0.25169,0.99184,0.26844,0.589,-0.29646,0.98876,0.53681,0.82998,-0.28798,0.97812,0.23514,0.59473,-0.32825,0.98203,0.52594,0.82794,-0.32413,0.98013,0.23276,0.57762,-0.38818,0.98467,0.52189,0.81334,-0.26703,0.98394,0.24148,0.57335,-0.32494,0.98395,0.4967,0.74102,-0.00917,0.9989,0.42247,0.74579,0.00955,0.9979,0.49584,0.98273,-0.01031,0.80962,0.42656,0.99264,0.05734,0.6609,0.50021,1.20313,0.28551,0.10007,0.43107,1.1973,0.4016,0.08768,0.50073,1.23249,0.30766,0.10051,0.43138,1.22461,0.43287,0.07371,0.49776,1.28225,0.17162,0.05946,0.43633,1.26571,0.2898,0.06658,idle
360,0.45287,0.2755,-0.46218,0.99996,0.4611,0.25593,-0.44537,0.99994,0.46589,0.25631,-0.44551,0.99995,0.47083,0.25684,-0.44558,0.99994,0.44404,0.2556,-0.4447,0.99991,0.43807,0.2561,-0.44477,0.99991,0.43272,0.25708,-0.44488,0.99989,0.47843,0.26903,-0.30718,0.99997,0.42762,0.27267,-0.30433,0.99987,0.46296,0.3017,-0.40808,0.99998,0.44236,0.30402,-0.40724,0.99995,0.51752,0.40757,-0.20655,0.99981,0.39652,0.41185,-0.16936,0.99889,0.53158,0.61068,-0.12776,0.99743,0.35513,0.5959,-0.11744,0.97261,0.53317,0.77909,-0.25412,0.99157,0.26093,0.5897,-0.26333,0.98902,0.53696,0.83015,-0.28999,0.97777,0.22857,0.59626,-0.29186,0.98194,0.52641,0.828,-0.32713,0.97989,0.22669,0.58074,-0.35308,0.98473,0.52241,0.81321,-0.27057,0.98369,0.23504,0.57617,-0.29224,0.98428,0.49694,0.74285,-0.0107,0.99873,0.42256,0.74697,0.01108,0.99752,0.49605,0.9843,-0.01356,0.81511,0.42652,0.99195,0.06185,0.65818,0.49945,1.204,0.28357,0.10151,0.43118,1.196,0.4047,0.0822,0.49984,1.23222,0.30594,0.10181,0.43167,1.22262,0.43587,0.07172,0.49731,1.28434,0.17235,0.05754,0.43537,1.26504,0.29561,0.06188,idle
