timestamp,nose_x,nose_y,nose_z,nose_confidence,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_confidence,left_eye_x,left_eye_y,left_eye_z,left_eye_confidence,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_confidence,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_confidence,right_eye_x,right_eye_y,right_eye_z,right_eye_confidence,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_confidence,left_ear_x,left_ear_y,left_ear_z,left_ear_confidence,right_ear_x,right_ear_y,right_ear_z,right_ear_confidence,left_mouth_x,left_mouth_y,left_mouth_z,left_mouth_confidence,right_mouth_x,right_mouth_y,right_mouth_z,right_mouth_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_confidence,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_confidence,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_confidence,left_index_x,left_index_y,left_index_z,left_index_confidence,right_index_x,right_index_y,right_index_z,right_index_confidence,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_confidence,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_confidence,left_hip_x,left_hip_y,left_hip_z,left_hip_confidence,right_hip_x,right_hip_y,right_hip_z,right_hip_confidence,left_knee_x,left_knee_y,left_knee_z,left_knee_confidence,right_knee_x,right_knee_y,right_knee_z,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_confidence,left_heel_x,left_heel_y,left_heel_z,left_heel_confidence,right_heel_x,right_heel_y,right_heel_z,right_heel_confidence,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_confidence,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_confidence,ground_truth
0,0.47397,0.52885,-0.39823,0.99997,0.48783,0.51733,-0.37595,0.99991,0.49558,0.51727,-0.37605,0.99989,0.50293,0.51738,-0.37623,0.99991,0.46204,0.51825,-0.37434,0.99993,0.45301,0.51868,-0.37428,0.99992,0.44493,0.51896,-0.3744,0.99994,0.51645,0.52359,-0.215,0.99985,0.43451,0.52501,-0.20761,0.99992,0.49139,0.54212,-0.33317,0.99998,0.45814,0.54222,-0.33162,0.99998,0.58465,0.59318,-0.11315,0.99998,0.36399,0.59428,-0.09826,0.99997,0.63056,0.67894,0.00663,0.98973,0.31649,0.68308,-0.01424,0.98973,0.62642,0.7681,-0.09126,0.98215,0.3186,0.78067,-0.12398,0.97455,0.63282,0.79802,-0.13516,0.96716,0.30671,0.81026,-0.16373,0.94938,0.61673,0.7973,-0.18541,0.96893,0.32573,0.80923,-0.22264,0.95272,0.608,0.78816,-0.11001,0.96425,0.33835,0.79993,-0.14761,0.94975,0.5489,0.77379,-0.00913,0.99852,0.41939,0.77936,0.00904,0.99815,0.55725,0.92005,-0.09393,0.87407,0.40241,0.92673,-0.04846,0.83829,0.59699,1.03703,0.18963,0.47387,0.38482,1.03233,0.18077,0.4959,0.59381,1.05046,0.20527,0.11275,0.39109,1.04766,0.19672,0.226,0.60218,1.08708,-0.00423,0.26449,0.37309,1.07929,-0.01669,0.36075,idle
40,0.47481,0.52939,-0.32049,0.99997,0.48834,0.51792,-0.29959,0.99991,0.49617,0.51787,-0.29972,0.99989,0.50387,0.51794,-0.29986,0.9999,0.4632,0.51855,-0.29915,0.99993,0.45399,0.51888,-0.29909,0.99992,0.4454,0.51915,-0.29925,0.99994,0.51677,0.524,-0.14489,0.99985,0.43501,0.52502,-0.14311,0.99992,0.49139,0.54252,-0.25784,0.99998,0.45882,0.5427,-0.25757,0.99998,0.5845,0.59317,-0.06031,0.99998,0.3661,0.59253,-0.06216,0.99997,0.63065,0.67943,0.04773,0.98962,0.31663,0.683,-0.01062,0.98956,0.63029,0.76788,-0.05725,0.98268,0.3183,0.78049,-0.12286,0.97428,0.63551,0.7976,-0.10521,0.9682,0.30591,0.81026,-0.16386,0.94919,0.61774,0.79665,-0.16133,0.96991,0.32554,0.80927,-0.22488,0.95261,0.6095,0.78813,-0.07924,0.96538,0.33747,0.79997,-0.14754,0.94995,0.5489,0.7806,-0.00797,0.99855,0.41937,0.78249,0.00801,0.99821,0.55754,0.92124,-0.05944,0.87728,0.40434,0.92671,-0.01787,0.83701,0.59699,1.04141,0.17997,0.47946,0.38616,1.04071,0.19071,0.49348,0.5938,1.05532,0.19148,0.11854,0.39359,1.05773,0.20486,0.22605,0.60209,1.09254,-0.00876,0.26972,0.37173,1.08735,0.00127,0.35751,idle
80,0.4758,0.52981,-0.33163,0.99997,0.48904,0.51822,-0.31048,0.99991,0.49691,0.51813,-0.31061,0.99988,0.50483,0.51818,-0.31077,0.9999,0.46437,0.51874,-0.31017,0.99993,0.45506,0.51904,-0.31011,0.99992,0.44605,0.51932,-0.31028,0.99994,0.51711,0.52409,-0.14962,0.99985,0.43562,0.52502,-0.14867,0.99992,0.4915,0.54278,-0.26622,0.99998,0.45964,0.54304,-0.26616,0.99998,0.58448,0.59307,-0.05794,0.99998,0.36721,0.59155,-0.06006,0.99997,0.63064,0.68005,0.05346,0.98941,0.31665,0.683,-0.01052,0.98943,0.63165,0.76785,-0.05803,0.98296,0.31796,0.78044,-0.12796,0.97425,0.6363,0.79757,-0.10752,0.96883,0.30508,0.81029,-0.17448,0.94937,0.61866,0.79658,-0.16445,0.97054,0.32496,0.80939,-0.24093,0.95286,0.61081,0.78829,-0.081,0.96609,0.33634,0.80012,-0.15561,0.95041,0.54896,0.78296,-0.0078,0.99857,0.41936,0.78407,0.00789,0.99826,0.55789,0.92303,-0.06015,0.87976,0.40596,0.92671,-0.01008,0.83539,0.59694,1.04419,0.1777,0.48232,0.38854,1.04268,0.20894,0.48992,0.5937,1.05846,0.18887,0.12264,0.39684,1.05996,0.2237,0.22603,0.60186,1.09507,-0.01333,0.27184,0.37161,1.08886,0.0179,0.35347,idle
120,0.47639,0.53006,-0.34404,0.99997,0.48944,0.51835,-0.32232,0.9999,0.49725,0.51825,-0.32245,0.99988,0.50534,0.51829,-0.32262,0.99989,0.46502,0.51882,-0.322,0.99992,0.45567,0.51911,-0.32194,0.99991,0.4465,0.51939,-0.3221,0.99993,0.51731,0.52415,-0.15425,0.99984,0.43614,0.52501,-0.15376,0.99991,0.49159,0.54288,-0.27593,0.99998,0.46028,0.54322,-0.27595,0.99998,0.58448,0.59304,-0.05003,0.99998,0.36792,0.5908,-0.05565,0.99997,0.63069,0.68032,0.07056,0.98895,0.31662,0.68299,-0.00493,0.98916,0.63226,0.76785,-0.04387,0.98276,0.31764,0.78042,-0.12838,0.97378,0.63648,0.79738,-0.09452,0.96872,0.3043,0.81029,-0.17662,0.94872,0.61897,0.79634,-0.15597,0.97044,0.3242,0.80946,-0.24557,0.95233,0.61132,0.78832,-0.06891,0.96595,0.33528,0.8002,-0.15708,0.95001,0.54893,0.78471,-0.00753,0.99856,0.41915,0.78541,0.00767,0.99829,0.55813,0.92374,-0.05549,0.88249,0.40596,0.92673,-0.01397,0.83619,0.59623,1.04625,0.1784,0.48634,0.39006,1.04586,0.20462,0.49014,0.5924,1.061,0.18976,0.12648,0.39953,1.064,0.22014,0.22855,0.60165,1.0964,-0.01782,0.27449,0.36993,1.09103,0.01303,0.35218,idle
160,0.4767,0.53006,-0.31263,0.99997,0.48965,0.51834,-0.29048,0.99989,0.49739,0.51825,-0.29063,0.99987,0.50558,0.51829,-0.29081,0.99988,0.46536,0.51881,-0.29058,0.99991,0.45593,0.51908,-0.29051,0.9999,0.44669,0.51935,-0.29067,0.99992,0.51743,0.52414,-0.12345,0.99983,0.43639,0.52479,-0.12394,0.99991,0.49161,0.54288,-0.24468,0.99997,0.46058,0.54322,-0.24499,0.99998,0.58431,0.59294,-0.02995,0.99998,0.36829,0.59018,-0.03161,0.99997,0.63082,0.68029,0.08293,0.9885,0.3166,0.68298,0.01381,0.98889,0.63216,0.76716,-0.03261,0.98274,0.31745,0.78036,-0.1132,0.9733,0.63645,0.79673,-0.08464,0.96888,0.30381,0.81029,-0.16316,0.94809,0.61896,0.79549,-0.14461,0.97059,0.32374,0.80947,-0.23319,0.95182,0.61131,0.78795,-0.05703,0.96613,0.33462,0.80021,-0.14274,0.94971,0.54897,0.7858,-0.00746,0.99856,0.41912,0.7865,0.00763,0.99833,0.55815,0.92447,-0.0457,0.88459,0.40594,0.92681,-0.01418,0.83533,0.59623,1.0471,0.1997,0.48795,0.39145,1.04737,0.20394,0.48831,0.59233,1.06184,0.21233,0.13003,0.40168,1.06571,0.21894,0.23056,0.60207,1.09726,0.00992,0.27527,0.36884,1.0922,0.01009,0.34889,idle
200,0.47671,0.53003,-0.32291,0.99996,0.48967,0.5183,-0.30066,0.99988,0.49738,0.51823,-0.30082,0.99986,0.50558,0.51826,-0.301,0.99988,0.4654,0.51872,-0.30045,0.99991,0.45594,0.51895,-0.30038,0.99989,0.44669,0.51923,-0.30054,0.99991,0.51746,0.52411,-0.13177,0.99982,0.43648,0.52452,-0.1309,0.9999,0.49159,0.54286,-0.2542,0.99997,0.46066,0.54321,-0.25416,0.99998,0.58408,0.5928,-0.03822,0.99998,0.3683,0.58979,-0.03283,0.99997,0.6312,0.6803,0.06892,0.98802,0.31659,0.68297,0.01681,0.98815,0.63197,0.76693,-0.04602,0.98214,0.3171,0.78035,-0.11272,0.9715,0.63599,0.79672,-0.10752,0.96816,0.30353,0.81031,-0.16291,0.94548,0.61878,0.79544,-0.17012,0.96991,0.32336,0.80952,-0.23296,0.94946,0.61121,0.78794,-0.07418,0.96539,0.33401,0.80025,-0.14248,0.94762,0.54888,0.78651,-0.00783,0.99854,0.41868,0.78717,0.00806,0.99835,0.55816,0.92617,-0.0472,0.88529,0.40654,0.92699,-0.01335,0.8344,0.59719,1.04959,0.19433,0.48881,0.39245,1.05028,0.20252,0.48799,0.59355,1.06487,0.20433,0.13341,0.4032,1.06912,0.21875,0.23412,0.60458,1.09875,-0.00204,0.27536,0.36675,1.09457,0.00769,0.34661,idle
240,0.47653,0.52983,-0.32686,0.99996,0.4896,0.5181,-0.30453,0.99988,0.49714,0.51811,-0.30468,0.99986,0.50546,0.51815,-0.30486,0.99987,0.46535,0.51842,-0.30389,0.9999,0.4558,0.51861,-0.30381,0.99989,0.4466,0.51886,-0.30398,0.99991,0.51746,0.52405,-0.13725,0.99982,0.43648,0.52405,-0.13442,0.9999,0.49144,0.54277,-0.25905,0.99997,0.46059,0.54311,-0.25844,0.99998,0.584,0.59271,-0.04561,0.99998,0.36828,0.58954,-0.03793,0.99997,0.6315,0.68035,0.06577,0.98758,0.31656,0.68287,0.01359,0.98746,0.6313,0.76671,-0.06932,0.98144,0.31682,0.77993,-0.11358,0.97001,0.63542,0.79668,-0.1302,0.96731,0.30316,0.81003,-0.16567,0.94342,0.61859,0.79534,-0.19068,0.9691,0.3229,0.80916,-0.23602,0.94756,0.61109,0.78784,-0.09617,0.96454,0.33361,0.79991,-0.1445,0.94593,0.54874,0.78628,-0.00839,0.99853,0.41816,0.78709,0.00868,0.99835,0.55816,0.92648,-0.04931,0.8857,0.4073,0.92699,-0.00617,0.83243,0.59723,1.05111,0.15977,0.48919,0.39324,1.05038,0.20575,0.48447,0.59376,1.06653,0.16747,0.13636,0.40382,1.06899,0.22035,0.23531,0.60454,1.10027,-0.04315,0.27469,0.36652,1.09499,0.00988,0.342,idle
280,0.47623,0.52943,-0.3316,0.99996,0.48947,0.51778,-0.30986,0.99988,0.49678,0.51788,-0.31,0.99985,0.50522,0.51795,-0.31018,0.99987,0.4652,0.51797,-0.30925,0.9999,0.45554,0.51811,-0.30918,0.99989,0.44644,0.51835,-0.30933,0.99991,0.51746,0.52395,-0.14382,0.99982,0.43646,0.52348,-0.14052,0.9999,0.49124,0.54256,-0.26449,0.99997,0.46043,0.54287,-0.26404,0.99997,0.58396,0.59261,-0.04988,0.99998,0.36827,0.58929,-0.04294,0.99997,0.6318,0.68036,0.04527,0.98735,0.31656,0.68254,0.01216,0.98693,0.6302,0.7664,-0.10383,0.98104,0.31641,0.77942,-0.12726,0.96904,0.63485,0.79657,-0.1643,0.96685,0.30286,0.80976,-0.18088,0.94209,0.6183,0.7952,-0.22449,0.96865,0.32262,0.80879,-0.25157,0.94634,0.61077,0.78767,-0.12973,0.96408,0.33334,0.79955,-0.15859,0.94489,0.54865,0.78594,-0.00946,0.99851,0.41773,0.78694,0.00983,0.99835,0.55827,0.92627,-0.06358,0.88657,0.40729,0.92682,0.00198,0.83083,0.59738,1.05093,0.13827,0.48999,0.3939,1.04962,0.21442,0.4823,0.59405,1.06639,0.14554,0.13954,0.40505,1.06821,0.22792,0.23816,0.6045,1.10013,-0.068,0.27492,0.3649,1.09428,0.01841,0.3389,idle
320,0.47569,0.52877,-0.29437,0.99996,0.48922,0.51731,-0.27174,0.99988,0.49629,0.51751,-0.27189,0.99986,0.50478,0.51764,-0.27205,0.99987,0.46479,0.51735,-0.27045,0.9999,0.45499,0.51744,-0.27036,0.99989,0.44611,0.51765,-0.2705,0.99991,0.51739,0.52376,-0.11379,0.99982,0.43636,0.52278,-0.10786,0.9999,0.49092,0.54218,-0.23128,0.99997,0.46001,0.54242,-0.22964,0.99997,0.58387,0.59239,-0.04146,0.99998,0.36822,0.58904,-0.02624,0.99996,0.63211,0.68007,0.04498,0.98732,0.3165,0.68248,0.01645,0.98653,0.62906,0.76546,-0.09692,0.9812,0.31565,0.77916,-0.11694,0.96866,0.63447,0.7962,-0.15354,0.96723,0.30222,0.80954,-0.17103,0.9417,0.61807,0.79485,-0.21198,0.96899,0.32214,0.80848,-0.24087,0.946,0.61031,0.7872,-0.12155,0.96454,0.33276,0.79928,-0.14797,0.94486,0.5486,0.78571,-0.01042,0.99853,0.41715,0.78692,0.01081,0.99839,0.5583,0.926,-0.04866,0.88825,0.40723,0.92682,0.01131,0.8297,0.59747,1.05046,0.1486,0.49353,0.3941,1.04924,0.21258,0.48257,0.59425,1.06581,0.15752,0.14385,0.40571,1.06801,0.22569,0.24229,0.60451,1.09983,-0.05723,0.278,0.36131,1.0938,0.02305,0.33761,idle
360,0.47542,0.52794,-0.29071,0.99996,0.48908,0.51665,-0.26776,0.99988,0.49603,0.51692,-0.26792,0.99986,0.50458,0.51708,-0.26807,0.99988,0.46444,0.51659,-0.26663,0.99991,0.45446,0.51666,-0.26653,0.99989,0.44573,0.51685,-0.26667,0.99991,0.51737,0.52334,-0.11026,0.99983,0.43607,0.52201,-0.10496,0.9999,0.49078,0.54162,-0.22801,0.99997,0.45973,0.54183,-0.22647,0.99997,0.58383,0.59217,-0.03843,0.99998,0.36815,0.5889,-0.02615,0.99996,0.63235,0.67987,0.04563,0.98727,0.31645,0.68244,0.01507,0.98623,0.62814,0.76498,-0.09368,0.98127,0.31505,0.77879,-0.11711,0.96819,0.63392,0.79596,-0.14831,0.96744,0.30177,0.80917,-0.17091,0.94118,0.61778,0.79464,-0.20609,0.96917,0.32193,0.80794,-0.24028,0.94552,0.60989,0.78689,-0.11764,0.96482,0.33242,0.79881,-0.14792,0.94463,0.54841,0.78557,-0.01041,0.99857,0.41634,0.78686,0.01081,0.99844,0.55826,0.92582,-0.04077,0.89118,0.40727,0.92665,0.01915,0.8313,0.59709,1.05035,0.15288,0.50141,0.39567,1.04879,0.21872,0.48504,0.59381,1.06575,0.16119,0.15042,0.4075,1.06736,0.23115,0.2465,0.60414,1.09987,-0.0483,0.28385,0.36145,1.09354,0.03281,0.33786,idle
