timestamp,nose_x,nose_y,nose_z,nose_confidence,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_confidence,left_eye_x,left_eye_y,left_eye_z,left_eye_confidence,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_confidence,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_confidence,right_eye_x,right_eye_y,right_eye_z,right_eye_confidence,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_confidence,left_ear_x,left_ear_y,left_ear_z,left_ear_confidence,right_ear_x,right_ear_y,right_ear_z,right_ear_confidence,left_mouth_x,left_mouth_y,left_mouth_z,left_mouth_confidence,right_mouth_x,right_mouth_y,right_mouth_z,right_mouth_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_confidence,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_confidence,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_confidence,left_index_x,left_index_y,left_index_z,left_index_confidence,right_index_x,right_index_y,right_index_z,right_index_confidence,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_confidence,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_confidence,left_hip_x,left_hip_y,left_hip_z,left_hip_confidence,right_hip_x,right_hip_y,right_hip_z,right_hip_confidence,left_knee_x,left_knee_y,left_knee_z,left_knee_confidence,right_knee_x,right_knee_y,right_knee_z,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_confidence,left_heel_x,left_heel_y,left_heel_z,left_heel_confidence,right_heel_x,right_heel_y,right_heel_z,right_heel_confidence,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_confidence,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_confidence,ground_truth
0,0.57239,0.27247,-0.45853,0.99995,0.58213,0.25151,-0.43749,0.99991,0.58712,0.25163,-0.43755,0.9999,0.59204,0.25199,-0.43768,0.9999,0.56555,0.252,-0.44169,0.99989,0.55979,0.2517,-0.44174,0.99988,0.55504,0.25125,-0.44185,0.99987,0.59996,0.26607,-0.28481,0.99985,0.54767,0.26114,-0.30651,0.99987,0.58175,0.29949,-0.39846,0.99998,0.56108,0.29559,-0.40482,0.99998,0.63576,0.40868,-0.15178,0.99994,0.50564,0.39574,-0.19707,0.99982,0.65926,0.59847,-0.04904,0.99461,0.48231,0.58598,-0.12818,0.98579,0.67229,0.74462,-0.16926,0.99224,0.47031,0.75653,-0.24373,0.96358,0.67631,0.79694,-0.20691,0.97937,0.46688,0.80478,-0.27684,0.92386,0.66687,0.79521,-0.24836,0.9823,0.4742,0.80429,-0.32662,0.93311,0.66232,0.78189,-0.18695,0.98008,0.47879,0.79071,-0.26413,0.9297,0.60631,0.74269,0.01743,0.99867,0.52929,0.74818,-0.01722,0.99779,0.59479,0.99886,-0.03682,0.80633,0.53894,1.00975,-0.04374,0.77608,0.60482,1.21673,0.27758,0.14738,0.53572,1.20908,0.3145,0.06855,0.60171,1.2435,0.30117,0.09984,0.53647,1.2296,0.34502,0.04272,0.60874,1.30125,0.1594,0.08388,0.54487,1.28776,0.19569,0.04961,idle
40,0.57329,0.27248,-0.40004,0.99995,0.58291,0.2515,-0.37776,0.9999,0.58765,0.25163,-0.37783,0.9999,0.59264,0.252,-0.37789,0.9999,0.56658,0.2518,-0.3844,0.99989,0.56041,0.25152,-0.38445,0.99988,0.55548,0.25116,-0.38458,0.99987,0.59996,0.26605,-0.22728,0.99985,0.54796,0.26115,-0.25896,0.99987,0.58243,0.29945,-0.34126,0.99998,0.5616,0.29568,-0.35053,0.99998,0.63576,0.40868,-0.09788,0.99994,0.50563,0.39653,-0.16451,0.99982,0.65908,0.59399,0.01208,0.99458,0.48231,0.58968,-0.10183,0.98646,0.67263,0.74413,-0.09802,0.99228,0.4705,0.76026,-0.20791,0.96505,0.67636,0.79657,-0.13028,0.97963,0.46683,0.80901,-0.23913,0.92678,0.66697,0.79455,-0.17389,0.98255,0.47475,0.80764,-0.28521,0.93565,0.66243,0.78113,-0.11665,0.98031,0.4791,0.79311,-0.22609,0.93206,0.60684,0.74354,0.0174,0.99856,0.52929,0.74977,-0.01719,0.99767,0.596,0.9984,-0.06272,0.8007,0.53897,1.00982,-0.03693,0.75661,0.6054,1.22899,0.18911,0.14591,0.53703,1.22181,0.27506,0.06851,0.60307,1.25449,0.20636,0.09871,0.53728,1.24409,0.29945,0.04333,0.60675,1.31588,0.05788,0.08276,0.54779,1.30186,0.14227,0.04875,idle
80,0.57405,0.27271,-0.38328,0.99995,0.58344,0.25159,-0.36078,0.9999,0.58798,0.25178,-0.36086,0.9999,0.59301,0.2522,-0.36092,0.99989,0.56741,0.25179,-0.36748,0.99989,0.56102,0.25153,-0.36753,0.99989,0.5559,0.25122,-0.36767,0.99987,0.59998,0.26622,-0.21137,0.99985,0.54824,0.26144,-0.24359,0.99987,0.58295,0.29947,-0.32503,0.99998,0.56209,0.29594,-0.33447,0.99997,0.63574,0.40901,-0.08534,0.99994,0.50564,0.39663,-0.15317,0.99983,0.65907,0.59328,0.02497,0.99456,0.48232,0.59141,-0.09343,0.98712,0.67289,0.74401,-0.08123,0.9924,0.47072,0.76129,-0.19816,0.96663,0.67639,0.7964,-0.11326,0.98011,0.46672,0.80984,-0.22952,0.93003,0.66706,0.79417,-0.15691,0.98297,0.47503,0.80906,-0.27493,0.93845,0.66251,0.7807,-0.09983,0.98076,0.47932,0.79422,-0.21612,0.93479,0.60718,0.74439,0.01741,0.99849,0.52931,0.7509,-0.01719,0.99759,0.59667,0.99767,-0.06729,0.79467,0.53798,1.01984,-0.03676,0.74036,0.60542,1.23026,0.1962,0.14238,0.53765,1.22431,0.26957,0.06814,0.6032,1.25502,0.21507,0.0967,0.53763,1.24656,0.29438,0.04361,0.60495,1.31769,0.07025,0.08059,0.5492,1.30464,0.13784,0.04775,idle
120,0.57493,0.27321,-0.38532,0.99995,0.58412,0.25171,-0.36283,0.9999,0.5886,0.25195,-0.36291,0.9999,0.59366,0.25239,-0.36297,0.99989,0.56863,0.2518,-0.36981,0.99989,0.56213,0.25155,-0.36985,0.99989,0.55668,0.25127,-0.36999,0.99987,0.60025,0.26637,-0.2115,0.99984,0.54898,0.26168,-0.2451,0.99987,0.58355,0.29959,-0.32619,0.99998,0.56284,0.29636,-0.33603,0.99997,0.63574,0.40903,-0.08355,0.99994,0.50592,0.39665,-0.15206,0.99983,0.65905,0.5923,0.02804,0.99455,0.48236,0.59185,-0.0914,0.98775,0.67293,0.74325,-0.08079,0.99252,0.47078,0.76125,-0.19798,0.96823,0.67643,0.7959,-0.11297,0.98056,0.46595,0.80981,-0.22991,0.93324,0.66709,0.79375,-0.1575,0.98337,0.47504,0.80911,-0.27573,0.94125,0.66252,0.78018,-0.09978,0.98118,0.47934,0.79423,-0.2162,0.93755,0.60762,0.74445,0.01743,0.99845,0.52955,0.75107,-0.0172,0.99755,0.59743,0.99705,-0.06603,0.78883,0.53791,1.02435,-0.03445,0.7238,0.60546,1.23126,0.19689,0.13813,0.53877,1.22589,0.27585,0.06688,0.60336,1.25596,0.21565,0.0943,0.53847,1.24837,0.30141,0.04342,0.60416,1.3185,0.07006,0.07796,0.5505,1.30565,0.14508,0.04628,idle
160,0.57534,0.27389,-0.3855,0.99995,0.58462,0.25187,-0.36322,0.9999,0.5891,0.25211,-0.3633,0.9999,0.59416,0.25256,-0.36336,0.99989,0.56917,0.25187,-0.36986,0.99989,0.56256,0.25164,-0.3699,0.99989,0.55702,0.25144,-0.37004,0.99987,0.60051,0.26648,-0.21207,0.99985,0.54935,0.26208,-0.24422,0.99987,0.5839,0.29986,-0.32633,0.99998,0.56312,0.29696,-0.33578,0.99997,0.63576,0.40924,-0.08316,0.99994,0.50602,0.39665,-0.14968,0.99983,0.65905,0.59222,0.03255,0.9946,0.48236,0.59175,-0.08748,0.98838,0.67293,0.74304,-0.0728,0.99269,0.47077,0.76117,-0.19357,0.96976,0.67644,0.79579,-0.10455,0.98115,0.46517,0.80972,-0.22542,0.93632,0.66709,0.79366,-0.14925,0.98388,0.47498,0.80932,-0.27133,0.94392,0.66249,0.78004,-0.09165,0.98174,0.4793,0.79435,-0.21185,0.94026,0.6079,0.74506,0.01745,0.99844,0.52966,0.75145,-0.01721,0.99757,0.59809,0.99658,-0.06186,0.78502,0.53761,1.02719,-0.03186,0.71311,0.6055,1.23229,0.21018,0.13379,0.53894,1.2287,0.27691,0.066,0.60348,1.25682,0.22984,0.0919,0.53857,1.2516,0.30229,0.04342,0.60354,1.3196,0.08535,0.07504,0.55059,1.30839,0.14491,0.04486,idle
200,0.57545,0.2748,-0.39745,0.99995,0.58476,0.25232,-0.37535,0.9999,0.58919,0.25266,-0.37543,0.9999,0.59428,0.25315,-0.37549,0.99989,0.56927,0.25208,-0.38169,0.99989,0.56264,0.25192,-0.38174,0.99989,0.55715,0.25182,-0.38187,0.99987,0.60058,0.26696,-0.22383,0.99985,0.54943,0.26282,-0.25457,0.99988,0.58401,0.30048,-0.33815,0.99998,0.56326,0.29792,-0.34719,0.99997,0.63579,0.40987,-0.09472,0.99994,0.50604,0.3974,-0.15693,0.99983,0.65909,0.59229,0.01766,0.99469,0.4824,0.59186,-0.09343,0.98894,0.67297,0.74304,-0.09015,0.99277,0.47076,0.76112,-0.20053,0.97092,0.67645,0.79579,-0.12268,0.98149,0.4646,0.80963,-0.23222,0.93871,0.66711,0.79367,-0.16694,0.98419,0.47464,0.80956,-0.27872,0.94599,0.66251,0.78005,-0.1089,0.98209,0.47899,0.79459,-0.21909,0.94238,0.60825,0.74523,0.01725,0.99837,0.52973,0.75159,-0.01698,0.99751,0.59853,0.99485,-0.06178,0.78119,0.53775,1.01579,-0.03065,0.70339,0.6057,1.23219,0.20815,0.12954,0.53895,1.22873,0.27831,0.06496,0.60384,1.25681,0.22762,0.08987,0.53858,1.25174,0.30378,0.04368,0.60351,1.31917,0.08332,0.07212,0.5505,1.30804,0.14616,0.04338,idle
240,0.57573,0.27518,-0.39806,0.99995,0.58492,0.2525,-0.37632,0.9999,0.58935,0.25288,-0.37639,0.9999,0.59445,0.25339,-0.37652,0.99989,0.5695,0.25214,-0.38207,0.99989,0.5629,0.25201,-0.3821,0.99989,0.55739,0.25198,-0.38222,0.99987,0.60068,0.2671,-0.22595,0.99985,0.54963,0.26324,-0.25478,0.99988,0.58426,0.3007,-0.33885,0.99997,0.56359,0.29829,-0.34755,0.99997,0.63611,0.41049,-0.09647,0.99994,0.50614,0.39774,-0.15887,0.99984,0.65914,0.59243,0.01615,0.99482,0.48263,0.59182,-0.09529,0.98947,0.67303,0.74329,-0.09652,0.99289,0.47075,0.76107,-0.20142,0.97202,0.67646,0.7959,-0.12792,0.98191,0.46399,0.80958,-0.23312,0.94097,0.66716,0.79376,-0.17627,0.98456,0.47415,0.80956,-0.28032,0.94796,0.66258,0.78011,-0.11706,0.98252,0.47861,0.79461,-0.22022,0.94439,0.60862,0.74527,0.01654,0.99829,0.52989,0.75166,-0.01624,0.99743,0.59888,0.99455,-0.06488,0.77892,0.53793,1.0109,-0.03131,0.69781,0.6058,1.23273,0.20594,0.1262,0.53895,1.22973,0.27533,0.06444,0.60405,1.25748,0.22544,0.08831,0.53857,1.25295,0.30051,0.04429,0.6034,1.3194,0.07985,0.06967,0.55042,1.30884,0.14095,0.04219,idle
280,0.57715,0.27528,-0.42258,0.99995,0.58577,0.25251,-0.40021,0.9999,0.59045,0.25289,-0.40028,0.9999,0.59527,0.25342,-0.40037,0.99989,0.57051,0.25212,-0.40724,0.99989,0.564,0.25199,-0.40729,0.99989,0.55809,0.25198,-0.40741,0.99987,0.60134,0.26718,-0.24574,0.99984,0.55009,0.26338,-0.27993,0.99988,0.58521,0.30098,-0.36198,0.99997,0.56475,0.29855,-0.37208,0.99997,0.63649,0.41163,-0.1139,0.99994,0.50616,0.3986,-0.17609,0.99983,0.65928,0.59275,0.00227,0.99469,0.48281,0.59243,-0.10984,0.98978,0.67318,0.744,-0.10633,0.99268,0.47076,0.76103,-0.21578,0.97234,0.67648,0.79626,-0.13712,0.98147,0.46359,0.80953,-0.24755,0.94161,0.66722,0.794,-0.18529,0.98419,0.47375,0.80957,-0.29409,0.9485,0.66268,0.78036,-0.12678,0.98207,0.47835,0.79464,-0.23443,0.94473,0.60893,0.74543,0.01622,0.99809,0.53003,0.75169,-0.01593,0.99715,0.59922,0.99393,-0.0674,0.77483,0.53804,1.00633,-0.0329,0.68874,0.60598,1.23096,0.21128,0.12598,0.53893,1.22882,0.27478,0.06554,0.60421,1.25498,0.23146,0.08824,0.53854,1.25195,0.30024,0.04534,0.60344,1.31809,0.08609,0.06965,0.55034,1.30828,0.13984,0.04243,idle
320,0.57754,0.2762,-0.43501,0.99995,0.58615,0.25313,-0.41361,0.99989,0.59092,0.25341,-0.41367,0.9999,0.59574,0.2539,-0.41376,0.99989,0.5708,0.25315,-0.41979,0.99989,0.56422,0.25329,-0.41982,0.99989,0.55826,0.25365,-0.41994,0.99987,0.60195,0.26774,-0.2597,0.99984,0.55029,0.26493,-0.28965,0.99988,0.58575,0.30212,-0.37441,0.99997,0.56524,0.29993,-0.38318,0.99997,0.63699,0.41327,-0.12557,0.99994,0.50654,0.3994,-0.18185,0.99983,0.65959,0.59389,-0.01255,0.9946,0.48305,0.59379,-0.11527,0.99,0.67378,0.7448,-0.12815,0.99254,0.47076,0.76093,-0.2292,0.97266,0.67659,0.79697,-0.16203,0.98123,0.46309,0.80919,-0.26295,0.94249,0.66743,0.79438,-0.20929,0.98399,0.47353,0.80956,-0.31026,0.94923,0.66306,0.78062,-0.14839,0.98182,0.47823,0.79462,-0.24853,0.94532,0.60894,0.74604,0.01524,0.99792,0.53008,0.75225,-0.01494,0.9969,0.59932,0.99408,-0.06826,0.77524,0.53823,1.00601,-0.0331,0.6871,0.60604,1.2308,0.2044,0.1296,0.53929,1.22831,0.27537,0.06824,0.6043,1.25487,0.22361,0.08995,0.53899,1.25156,0.30089,0.04736,0.60326,1.31793,0.07486,0.07122,0.55081,1.30776,0.14044,0.0435,idle
360,0.57765,0.27685,-0.43882,0.99995,0.58635,0.25362,-0.41758,0.99989,0.59118,0.2539,-0.41765,0.9999,0.59606,0.25443,-0.41773,0.99988,0.57085,0.25363,-0.42325,0.99989,0.56424,0.25381,-0.42329,0.99989,0.55832,0.25426,-0.42341,0.99987,0.60241,0.26843,-0.26383,0.99984,0.55042,0.26565,-0.2915,0.99987,0.58598,0.30295,-0.37835,0.99997,0.56539,0.30072,-0.38642,0.99997,0.63742,0.41408,-0.13033,0.99994,0.50672,0.40003,-0.18282,0.99983,0.65979,0.59494,-0.01969,0.99459,0.4834,0.5946,-0.11611,0.99018,0.67424,0.74539,-0.13925,0.99253,0.47077,0.76085,-0.23376,0.97298,0.6768,0.79737,-0.17463,0.98129,0.46287,0.80897,-0.26832,0.94336,0.66765,0.79466,-0.22131,0.98403,0.47344,0.80955,-0.31617,0.94994,0.66333,0.78089,-0.15928,0.98186,0.47819,0.79462,-0.25349,0.94595,0.60899,0.74673,0.01483,0.99779,0.53012,0.75261,-0.01453,0.99672,0.59944,0.99587,-0.0676,0.77398,0.53847,1.00635,-0.03496,0.68564,0.60599,1.23074,0.20869,0.13023,0.53937,1.22812,0.2767,0.06986,0.60422,1.25459,0.22828,0.09031,0.53912,1.25127,0.30252,0.04873,0.60308,1.31778,0.08135,0.07121,0.5509,1.30738,0.14248,0.04387,idle
