timestamp,nose_x,nose_y,nose_z,nose_confidence,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_confidence,left_eye_x,left_eye_y,left_eye_z,left_eye_confidence,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_confidence,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_confidence,right_eye_x,right_eye_y,right_eye_z,right_eye_confidence,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_confidence,left_ear_x,left_ear_y,left_ear_z,left_ear_confidence,right_ear_x,right_ear_y,right_ear_z,right_ear_confidence,left_mouth_x,left_mouth_y,left_mouth_z,left_mouth_confidence,right_mouth_x,right_mouth_y,right_mouth_z,right_mouth_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_confidence,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_confidence,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_confidence,left_index_x,left_index_y,left_index_z,left_index_confidence,right_index_x,right_index_y,right_index_z,right_index_confidence,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_confidence,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_confidence,left_hip_x,left_hip_y,left_hip_z,left_hip_confidence,right_hip_x,right_hip_y,right_hip_z,right_hip_confidence,left_knee_x,left_knee_y,left_knee_z,left_knee_confidence,right_knee_x,right_knee_y,right_knee_z,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_confidence,left_heel_x,left_heel_y,left_heel_z,left_heel_confidence,right_heel_x,right_heel_y,right_heel_z,right_heel_confidence,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_confidence,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_confidence,ground_truth
0,0.44035,0.23921,-0.33138,0.99995,0.45027,0.22057,-0.31365,0.99988,0.45535,0.2211,-0.31375,0.99988,0.45949,0.22232,-0.31383,0.99987,0.43421,0.22142,-0.31175,0.99987,0.42969,0.22229,-0.31177,0.99987,0.4255,0.22317,-0.31189,0.99985,0.46799,0.23811,-0.20135,0.99987,0.42239,0.23871,-0.19252,0.99985,0.45081,0.26404,-0.28879,0.99998,0.43173,0.26331,-0.2863,0.99998,0.50561,0.37434,-0.12109,0.99996,0.3921,0.37165,-0.11207,0.99984,0.52274,0.54488,-0.05973,0.99373,0.36594,0.54477,-0.06629,0.96523,0.52144,0.69934,-0.16524,0.98065,0.36716,0.69383,-0.1686,0.88934,0.52468,0.74684,-0.20277,0.96015,0.36421,0.73838,-0.19926,0.82003,0.51316,0.7442,-0.23276,0.96453,0.37777,0.73645,-0.23709,0.83403,0.50959,0.73015,-0.17804,0.9607,0.38239,0.72215,-0.18474,0.83212,0.48077,0.68411,-0.00456,0.9981,0.41575,0.68603,0.00469,0.9968,0.47338,0.93343,-0.04608,0.87318,0.4179,0.93338,-0.00419,0.79772,0.47773,1.10046,0.21409,0.46185,0.41089,1.08957,0.2318,0.32726,0.47802,1.1213,0.23196,0.18556,0.4134,1.11033,0.25078,0.19835,0.46958,1.17998,0.10614,0.2321,0.40868,1.16588,0.12014,0.2356,idle
33,0.44052,0.24021,-0.34638,0.99995,0.4504,0.221,-0.32815,0.99988,0.45573,0.22151,-0.32822,0.99988,0.45976,0.22256,-0.32825,0.99987,0.43427,0.2216,-0.32565,0.99987,0.42972,0.22239,-0.3257,0.99987,0.42562,0.22335,-0.3258,0.99985,0.46811,0.23816,-0.21311,0.99986,0.4224,0.23897,-0.20451,0.99985,0.45121,0.26684,-0.30365,0.99998,0.43195,0.26612,-0.30089,0.99998,0.50573,0.37458,-0.13593,0.99996,0.39169,0.37275,-0.12353,0.99984,0.52367,0.54523,-0.06804,0.99381,0.36613,0.54515,-0.07792,0.96601,0.52324,0.69954,-0.17667,0.98177,0.36744,0.69346,-0.17981,0.89261,0.52706,0.7469,-0.21703,0.96234,0.36447,0.73831,-0.21365,0.8256,0.51664,0.74446,-0.25039,0.96643,0.37776,0.73645,-0.24948,0.839,0.51305,0.73025,-0.19078,0.96272,0.38237,0.72212,-0.19578,0.83712,0.4823,0.68467,-0.0036,0.9982,0.41606,0.68863,0.00374,0.99702,0.47348,0.91191,0.01897,0.87598,0.41801,0.92103,0.04468,0.80592,0.47627,1.01029,0.34533,0.4775,0.41396,1.06757,0.3071,0.35266,0.47188,1.00821,0.37274,0.21586,0.41627,1.08437,0.33008,0.21619,0.47029,1.13967,0.26942,0.25577,0.41309,1.14681,0.2055,0.25428,idle
66,0.44079,0.24021,-0.3437,0.99995,0.4507,0.22102,-0.32555,0.99988,0.45616,0.22152,-0.32563,0.99988,0.46007,0.22253,-0.32567,0.99987,0.4344,0.22158,-0.32321,0.99987,0.42982,0.22238,-0.32325,0.99987,0.42574,0.22334,-0.32336,0.99986,0.46833,0.23763,-0.21264,0.99986,0.42254,0.23885,-0.2041,0.99985,0.45172,0.26692,-0.30092,0.99998,0.43218,0.26642,-0.29824,0.99998,0.50587,0.37425,-0.13511,0.99995,0.39169,0.37277,-0.12241,0.99984,0.52529,0.54532,-0.05912,0.99391,0.36714,0.54508,-0.07736,0.96666,0.52728,0.70001,-0.16976,0.98277,0.36755,0.69363,-0.17814,0.89525,0.53066,0.74691,-0.21005,0.96425,0.36485,0.73893,-0.21116,0.83,0.52047,0.7446,-0.24668,0.96811,0.37775,0.73683,-0.24758,0.84301,0.51693,0.73028,-0.18473,0.96448,0.38223,0.72222,-0.19416,0.84104,0.48313,0.68589,-0.00298,0.99825,0.41613,0.69085,0.00313,0.99716,0.47362,0.91337,0.01195,0.87433,0.41802,0.9222,0.03086,0.8107,0.47573,1.01424,0.32204,0.48102,0.41385,1.06927,0.27735,0.36854,0.47369,1.04719,0.34709,0.23396,0.41616,1.08743,0.29806,0.22764,0.47603,1.1441,0.23856,0.26469,0.4131,1.14768,0.1683,0.26357,idle
100,0.44086,0.24021,-0.35886,0.99995,0.45086,0.22102,-0.34082,0.99988,0.45639,0.2215,-0.34089,0.99988,0.46024,0.22244,-0.34091,0.99987,0.43449,0.22155,-0.33838,0.99987,0.42988,0.22235,-0.33843,0.99987,0.42581,0.22332,-0.33855,0.99985,0.46846,0.23703,-0.22357,0.99986,0.42264,0.23875,-0.21571,0.99984,0.4519,0.26697,-0.3149,0.99998,0.43228,0.2666,-0.31241,0.99998,0.50585,0.37377,-0.13856,0.99995,0.39163,0.37288,-0.12999,0.99984,0.52636,0.54537,-0.06037,0.99397,0.36838,0.54809,-0.08011,0.96741,0.53121,0.70016,-0.17057,0.98347,0.36819,0.69718,-0.18353,0.89802,0.53487,0.74688,-0.21001,0.96554,0.36552,0.741,-0.2168,0.83441,0.52506,0.7446,-0.24561,0.96924,0.37769,0.73923,-0.25454,0.84705,0.52103,0.73024,-0.18555,0.96567,0.38203,0.72482,-0.20012,0.84498,0.48374,0.68682,-0.00246,0.99827,0.4162,0.69246,0.0026,0.99726,0.47386,0.91531,0.00725,0.87267,0.41802,0.92236,0.02796,0.81425,0.47844,1.03693,0.30644,0.48347,0.41264,1.0734,0.27203,0.38109,0.4766,1.05311,0.32991,0.24617,0.41428,1.091,0.29219,0.23619,0.47781,1.14953,0.21564,0.27151,0.41265,1.15279,0.15779,0.27074,idle
133,0.44094,0.2402,-0.38175,0.99995,0.45095,0.22103,-0.36434,0.99988,0.45653,0.22149,-0.36439,0.99988,0.46037,0.22236,-0.36441,0.99987,0.43459,0.22155,-0.36229,0.99987,0.42994,0.22235,-0.36236,0.99987,0.42587,0.22334,-0.36247,0.99985,0.46863,0.23652,-0.2464,0.99985,0.42271,0.23879,-0.2409,0.99984,0.45207,0.26694,-0.33749,0.99998,0.43247,0.26667,-0.33568,0.99998,0.50586,0.37373,-0.15659,0.99995,0.39143,0.37346,-0.15326,0.99984,0.52725,0.54545,-0.07472,0.99406,0.36997,0.55125,-0.09957,0.96798,0.53531,0.70018,-0.17615,0.98415,0.36813,0.70391,-0.19742,0.89909,0.53885,0.74687,-0.21313,0.96671,0.36561,0.7479,-0.22943,0.8361,0.52983,0.74467,-0.24911,0.97027,0.37729,0.7451,-0.2683,0.84858,0.52583,0.73024,-0.1913,0.96679,0.38091,0.72997,-0.21443,0.84669,0.48393,0.68685,-0.00104,0.99825,0.41609,0.69274,0.00118,0.99732,0.47399,0.91674,0.01571,0.86963,0.41807,0.92253,0.02767,0.81667,0.48112,1.05158,0.29565,0.48477,0.41047,1.07818,0.26672,0.39039,0.47951,1.05454,0.31702,0.25539,0.41131,1.0953,0.28634,0.24117,0.48018,1.15235,0.19931,0.27755,0.4117,1.15894,0.15505,0.27535,idle
166,0.44098,0.24005,-0.37475,0.99995,0.451,0.221,-0.35752,0.99987,0.45663,0.22143,-0.35759,0.99987,0.46045,0.22224,-0.35762,0.99986,0.43467,0.22149,-0.35562,0.99986,0.43003,0.22228,-0.35568,0.99986,0.42593,0.22328,-0.3558,0.99984,0.46876,0.23613,-0.24051,0.99983,0.42284,0.23863,-0.23494,0.99982,0.45215,0.26684,-0.33067,0.99998,0.4326,0.26664,-0.3289,0.99997,0.5059,0.37373,-0.15098,0.99995,0.39142,0.37353,-0.15143,0.99984,0.52786,0.54561,-0.07338,0.99399,0.37261,0.55105,-0.10097,0.96781,0.54101,0.69861,-0.17598,0.98444,0.36843,0.70459,-0.20019,0.89883,0.54393,0.74627,-0.2124,0.96714,0.36613,0.74818,-0.23213,0.83638,0.53757,0.74446,-0.24823,0.9707,0.37713,0.74652,-0.27198,0.84898,0.53424,0.72965,-0.19144,0.96726,0.38053,0.73161,-0.21782,0.84716,0.48391,0.68684,0.0002,0.99815,0.41604,0.69265,-8e-05,0.99727,0.47405,0.91836,0.00553,0.86142,0.41806,0.9252,0.02021,0.81378,0.48373,1.06391,0.28516,0.47695,0.40928,1.0847,0.25029,0.38976,0.48314,1.06441,0.30675,0.2538,0.40955,1.10152,0.26832,0.23818,0.48135,1.15393,0.19319,0.27537,0.41168,1.16557,0.12281,0.2732,idle
200,0.44113,0.23981,-0.3671,0.99995,0.45115,0.22097,-0.34961,0.99986,0.45679,0.2214,-0.34968,0.99986,0.46058,0.22217,-0.34972,0.99985,0.43484,0.22139,-0.34765,0.99984,0.43024,0.22215,-0.34771,0.99985,0.42608,0.22313,-0.34783,0.99983,0.46886,0.2359,-0.23461,0.99981,0.42297,0.23818,-0.22704,0.99979,0.4523,0.26665,-0.32348,0.99998,0.43286,0.2664,-0.32135,0.99997,0.50591,0.37373,-0.14113,0.99995,0.39139,0.37369,-0.14719,0.99984,0.52814,0.5457,-0.06238,0.99377,0.37445,0.55258,-0.10187,0.96749,0.54574,0.69819,-0.16979,0.98452,0.36978,0.70679,-0.2021,0.89773,0.54877,0.74616,-0.20469,0.9672,0.36703,0.75089,-0.23437,0.83559,0.5429,0.74448,-0.24321,0.97079,0.37718,0.74961,-0.27428,0.84841,0.53991,0.72964,-0.18692,0.96737,0.38056,0.73439,-0.2198,0.84659,0.48389,0.68731,0.00489,0.99801,0.41596,0.69318,-0.00478,0.99723,0.47407,0.91955,0.00793,0.85716,0.41805,0.92854,-0.00176,0.81693,0.48429,1.06418,0.29643,0.47516,0.40906,1.09542,0.22661,0.39936,0.48365,1.07347,0.31883,0.257,0.40911,1.11179,0.24419,0.23808,0.48232,1.1525,0.20093,0.27842,0.41273,1.17798,0.09343,0.27803,idle
233,0.44142,0.23976,-0.36858,0.99994,0.45135,0.22096,-0.35089,0.99985,0.45697,0.22139,-0.35096,0.99985,0.46071,0.22213,-0.35101,0.99985,0.43507,0.22133,-0.34987,0.99983,0.43052,0.22204,-0.34992,0.99984,0.4263,0.22302,-0.35004,0.99982,0.46909,0.23581,-0.23265,0.9998,0.42312,0.23803,-0.22984,0.99978,0.45257,0.26664,-0.32378,0.99997,0.43321,0.26638,-0.32291,0.99997,0.50594,0.37382,-0.14094,0.99994,0.39139,0.37374,-0.15225,0.99984,0.52844,0.54579,-0.05987,0.99346,0.37604,0.55284,-0.10942,0.9671,0.54853,0.69664,-0.16735,0.9844,0.37189,0.70797,-0.21149,0.89605,0.55211,0.74599,-0.20197,0.96688,0.36935,0.75149,-0.24414,0.83405,0.54667,0.7445,-0.24123,0.97057,0.37871,0.75006,-0.28474,0.84713,0.54397,0.72956,-0.1851,0.96716,0.38164,0.73502,-0.22947,0.84527,0.48376,0.68755,0.00642,0.99786,0.41584,0.69334,-0.00629,0.99717,0.47407,0.92214,0.00598,0.8532,0.41793,0.93023,-0.00658,0.81969,0.48427,1.06695,0.29741,0.47171,0.40813,1.09786,0.22547,0.40535,0.48363,1.0758,0.31983,0.25765,0.408,1.11474,0.24345,0.23761,0.48239,1.15279,0.19959,0.27796,0.41264,1.17997,0.09364,0.27969,idle
266,0.44183,0.23977,-0.38266,0.99994,0.45166,0.22098,-0.36544,0.99984,0.45724,0.22141,-0.36552,0.99984,0.46098,0.22213,-0.36558,0.99984,0.43534,0.22133,-0.36519,0.99983,0.43083,0.22203,-0.36525,0.99983,0.42659,0.22301,-0.36537,0.99981,0.46952,0.23582,-0.24388,0.99979,0.42328,0.23804,-0.24515,0.99976,0.45296,0.26675,-0.33615,0.99997,0.43357,0.26649,-0.33638,0.99996,0.50596,0.37383,-0.14271,0.99994,0.39145,0.37375,-0.16311,0.99984,0.52837,0.54588,-0.06009,0.9932,0.37685,0.5531,-0.11623,0.96709,0.54962,0.69593,-0.16634,0.98428,0.37212,0.70916,-0.21689,0.89618,0.5541,0.74585,-0.20022,0.96655,0.37042,0.75167,-0.24896,0.83465,0.5493,0.74463,-0.24017,0.97036,0.37923,0.75,-0.29088,0.84788,0.54648,0.72956,-0.18442,0.96698,0.38176,0.73518,-0.23518,0.84597,0.4836,0.68754,0.00675,0.9977,0.41557,0.69329,-0.00662,0.99705,0.47407,0.92505,0.00394,0.84905,0.41776,0.93157,-0.00971,0.81955,0.48484,1.07368,0.29454,0.46493,0.40741,1.09915,0.2308,0.40107,0.48451,1.08421,0.31588,0.25419,0.40717,1.11611,0.2493,0.23279,0.48263,1.1531,0.18791,0.27372,0.41259,1.18038,0.10321,0.27442,idle
300,0.44217,0.23995,-0.37569,0.99994,0.45206,0.22106,-0.35829,0.99983,0.45755,0.22147,-0.35837,0.99983,0.46131,0.22216,-0.35843,0.99983,0.4356,0.22138,-0.35762,0.99981,0.43111,0.22203,-0.35768,0.99982,0.42684,0.22301,-0.3578,0.9998,0.46981,0.23584,-0.23858,0.99977,0.42348,0.23806,-0.23766,0.99975,0.45327,0.26694,-0.33012,0.99997,0.43387,0.2667,-0.32966,0.99996,0.50612,0.37403,-0.14007,0.99993,0.3915,0.37394,-0.15655,0.99984,0.52831,0.54634,-0.05888,0.99284,0.37674,0.55404,-0.10996,0.96683,0.54966,0.69598,-0.16532,0.98365,0.37205,0.71054,-0.21039,0.89597,0.55483,0.74598,-0.19872,0.96531,0.37026,0.75275,-0.24213,0.83486,0.55012,0.7454,-0.23839,0.96938,0.37911,0.75098,-0.28336,0.84834,0.54718,0.73021,-0.1834,0.96594,0.38157,0.7362,-0.22838,0.84623,0.48319,0.68799,0.00641,0.99741,0.41515,0.6938,-0.00628,0.99679,0.47405,0.93102,-0.01437,0.842,0.41746,0.93486,-0.01479,0.81552,0.48701,1.08657,0.24125,0.45579,0.40641,1.1056,0.21654,0.39449,0.48758,1.10312,0.25931,0.24988,0.40598,1.12402,0.23403,0.22748,0.48422,1.15867,0.1314,0.26758,0.41219,1.18444,0.08468,0.26763,idle
